scorer,,,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc
labeled-data,video3,443.jpg,813.8844,530.7158,938.1914,653.8089,1050.8495,689.2749,862.3044,429.8486,1046.9354,380.9639,1108.0597,419.0157,1103.545,561.8885,929.5825,510.9556,,
labeled-data,video3,444.jpg,814.0725,530.8365,938.1966,653.8087,1052.0757,690.6703,862.0199,429.6235,1046.6854,379.3989,1106.9831,420.4242,1103.5439,561.8886,930.0723,511.3957,,
labeled-data,video3,445.jpg,814.2532,530.9581,938.1945,653.8092,1053.2987,692.0898,861.7278,429.408,1046.4326,377.8339,1105.9296,421.8436,1103.5452,561.8883,930.5658,511.8397,,
labeled-data,video3,446.jpg,814.4337,531.0763,938.1994,653.8063,1054.5262,693.4871,861.4328,429.1976,1046.1843,376.2731,1104.8665,423.2533,1103.5463,561.8881,931.0552,512.2772,,
labeled-data,video3,447.jpg,814.6202,531.2068,938.1996,653.8014,1055.7553,694.8942,861.1451,428.9711,1045.9367,374.7126,1103.8067,424.679,1103.5483,561.889,931.544,512.7106,,
labeled-data,video3,448.jpg,814.8094,531.3218,938.1986,653.8084,1053.0811,689.521,860.8559,428.7534,1049.2469,378.4819,1102.7446,426.0891,1103.5442,561.8872,932.0377,513.1598,,
labeled-data,video3,449.jpg,814.9871,531.4431,938.1932,653.8076,1051.8575,686.5594,860.5663,428.5391,1048.8758,377.9241,1101.6737,427.5059,1103.5443,561.8899,932.5276,513.5946,,
labeled-data,video3,450.jpg,815.1708,531.5638,938.1905,653.8003,1050.6203,683.5887,860.2771,428.3227,1048.5109,377.3713,1100.6102,428.9216,1103.5428,561.8878,933.0,514.0351,,
labeled-data,video3,451.jpg,815.3504,531.69,938.1919,653.8083,1049.3927,680.6234,859.9844,428.1081,1048.1464,376.8263,1099.5541,430.3311,1103.5453,561.8872,933.493,514.4773,,
labeled-data,video3,452.jpg,815.5443,531.8128,938.1939,653.8007,1048.1661,677.6571,859.7021,427.886,1047.7878,376.2649,1080.4447,450.2489,1103.5404,561.8802,919.8365,515.8033,,
labeled-data,video3,453.jpg,815.721,531.9354,938.1983,653.8018,1046.9308,674.6852,859.4115,427.674,1047.4276,375.7102,1152.1141,447.0673,1103.5455,561.886,917.1581,504.9471,,
labeled-data,video3,454.jpg,815.9055,532.0566,938.1999,653.8052,1095.7023,675.954,859.4134,427.6796,1048.4313,373.0972,1152.1154,447.069,1103.5434,561.8864,917.9461,519.2718,,
labeled-data,video3,455.jpg,816.091,532.1861,938.1923,653.8,1089.4361,670.3599,859.4185,427.6778,1008.1648,368.1812,1152.1156,447.0624,1103.5439,561.8817,918.7449,533.6192,,
labeled-data,video3,456.jpg,816.097,532.1806,938.1943,653.8045,1089.4398,670.359,859.4173,427.6752,1008.1668,368.1883,1152.1153,447.0689,1103.5421,561.8881,918.7478,533.6154,,
labeled-data,video3,457.jpg,816.0983,532.1884,938.1996,653.8067,1089.4363,670.3573,859.4124,427.6764,1008.1675,368.1814,1152.1154,447.0643,1103.542,561.8843,918.7479,533.616,,
labeled-data,video3,458.jpg,816.096,532.1814,938.192,653.8077,1089.4318,670.3575,859.4135,427.671,1008.1618,368.1831,1152.1184,447.0621,1103.5422,561.8869,918.7454,533.6179,,
labeled-data,video3,459.jpg,816.0996,532.1858,938.1918,653.8069,1089.4311,670.3519,859.4101,427.6774,1008.1644,368.1895,1152.1183,447.0646,1103.5459,561.8804,918.7457,533.6104,,
labeled-data,video3,460.jpg,816.0979,532.1863,938.1967,653.8056,1089.432,670.3518,859.4164,427.6748,1008.1607,368.1846,1152.1101,447.0617,1103.5466,561.8871,918.7469,533.6132,,
labeled-data,video3,461.jpg,816.0997,532.1898,938.1901,653.8068,1089.4322,670.3509,859.4164,427.678,1008.162,368.1826,1152.1163,447.07,1103.5448,561.8866,918.7467,533.6125,,
labeled-data,video3,462.jpg,816.0926,532.1867,938.1968,653.809,1089.4363,670.3584,859.414,427.6706,1008.1629,368.1888,1152.1156,447.0602,1103.5463,561.8839,918.7424,533.6164,,
labeled-data,video3,463.jpg,816.0933,532.1835,938.1923,653.8023,1089.439,670.3534,859.4106,427.6769,1008.1661,368.1877,1152.1152,447.0638,1103.5472,561.8832,918.7447,533.6198,,
labeled-data,video3,464.jpg,816.0914,532.1844,938.1979,653.8058,1089.4309,670.356,859.4107,427.6732,1008.1644,368.1806,1152.1135,447.0677,1103.5462,561.8885,918.7419,533.6199,,
labeled-data,video3,465.jpg,816.098,532.1807,938.1979,653.8043,1089.4396,670.3541,859.4186,427.6759,1008.169,368.183,1152.114,447.0633,1103.5429,561.8835,918.7498,533.6167,,
labeled-data,video3,466.jpg,816.0958,532.1821,938.1991,653.8071,1089.4381,670.3517,859.4166,427.6748,1008.16,368.1867,1152.1188,447.0657,1103.5429,561.888,918.7461,533.6114,,
labeled-data,video3,467.jpg,816.0942,532.185,938.1998,653.8006,1089.4367,670.3596,859.411,427.6789,1008.1621,368.1802,1152.118,447.0609,1103.5496,561.8858,918.748,533.6102,,
labeled-data,video3,468.jpg,816.0969,532.1847,938.1932,653.802,1089.4302,670.3517,859.4122,427.6737,1008.1636,368.1883,1152.1184,447.0699,1103.5493,561.8852,918.742,533.6196,,
labeled-data,video3,469.jpg,816.0927,532.1839,938.1996,653.8049,1089.4349,670.3552,859.412,427.6708,1008.1652,368.1801,1152.1181,447.0617,1103.5435,561.8839,918.74,533.6156,,
labeled-data,video3,470.jpg,816.095,532.1847,938.1954,653.809,1089.43,670.3536,859.4141,427.6712,1008.17,368.1819,1152.1149,447.0677,1103.5428,561.8817,918.7477,533.6163,,
labeled-data,video3,471.jpg,816.0936,532.1864,938.1926,653.8039,1089.4355,670.3556,859.4158,427.6795,1008.1691,368.1818,1152.1111,447.0625,1103.5409,561.8802,918.744,533.6101,,
labeled-data,video3,472.jpg,816.0988,532.1841,938.1968,653.8058,1089.4398,670.3571,859.4145,427.674,1008.1628,368.1852,1152.1182,447.0643,1103.5476,561.888,918.7485,533.6175,,
labeled-data,video3,473.jpg,816.0904,532.1878,938.1999,653.8009,1089.4317,670.3518,859.4104,427.6717,1008.1646,368.1885,1152.115,447.0655,1103.5467,561.8867,918.742,533.6198,,
labeled-data,video3,474.jpg,816.0933,532.1802,938.1976,653.8036,1089.4352,670.3543,859.4114,427.6734,1008.1687,368.1822,1152.1141,447.0673,1103.5457,561.8891,918.7479,533.6188,,
labeled-data,video3,475.jpg,816.0987,532.18,938.1995,653.8044,1089.4306,670.3561,859.4158,427.6755,1008.169,368.1884,1152.1132,447.0654,1103.5456,561.8823,918.743,533.6192,,
labeled-data,video3,476.jpg,816.0992,532.1872,938.1932,653.8065,1089.4305,670.3582,859.4179,427.67,1008.1689,368.1839,1152.1134,447.0612,1103.5408,561.8882,918.7488,533.6142,,
labeled-data,video3,477.jpg,816.0986,532.1839,938.198,653.8057,1089.4391,670.3569,859.4186,427.6772,1008.1613,368.1882,1152.1114,447.0695,1103.5481,561.8815,918.7486,533.6171,,
labeled-data,video3,478.jpg,816.098,532.1871,938.1923,653.8022,1089.4355,670.3568,859.4174,427.6786,1008.1621,368.1887,1152.118,447.0616,1103.5428,561.8836,918.7453,533.6161,,
labeled-data,video3,479.jpg,816.0968,532.1866,938.1912,653.8043,1089.4398,670.357,859.4149,427.6703,1008.1667,368.1851,1152.1129,447.0618,1103.5485,561.8823,918.7401,533.6182,,
labeled-data,video3,480.jpg,816.0959,532.1832,938.1971,653.8031,1089.4348,670.3532,859.4195,427.675,1008.166,368.1828,1152.1156,447.0605,1103.5483,561.8874,918.7463,533.614,,
labeled-data,video3,481.jpg,816.0975,532.1872,938.1933,653.8032,1089.4397,670.358,859.4135,427.6755,1008.1649,368.1858,1152.1177,447.0686,1103.5465,561.8835,918.7497,533.6154,,
labeled-data,video3,482.jpg,816.091,532.1845,938.198,653.8071,1089.4313,670.3552,859.4153,427.6738,1008.1632,368.1881,1152.1164,447.067,1103.5473,561.8895,918.749,533.6191,,
labeled-data,video3,483.jpg,816.091,532.1836,938.1984,653.8018,1089.4379,670.3543,859.4122,427.6771,1008.1678,368.1867,1152.1127,447.0654,1103.5491,561.8884,918.7499,533.6106,,
labeled-data,video3,484.jpg,816.0974,532.1838,938.1919,653.8094,1089.4339,670.3572,859.4199,427.6784,1008.1617,368.1816,1152.1188,447.0651,1103.5488,561.8864,918.7489,533.6135,,
labeled-data,video3,485.jpg,816.0974,532.1812,938.1906,653.8064,1089.4309,670.3549,859.4176,427.679,1008.1662,368.1801,1152.1106,447.0689,1103.5462,561.8818,918.745,533.6127,,
labeled-data,video3,486.jpg,816.0977,532.1896,938.1903,653.8073,1089.4368,670.35,859.4198,427.6753,1008.1611,368.1809,1152.1123,447.0681,1103.5483,561.8814,918.7468,533.6156,,
labeled-data,video3,487.jpg,816.0939,532.1893,938.1972,653.8068,1089.4318,670.3548,859.4175,427.6781,1008.167,368.1824,1152.113,447.0666,1103.5411,561.8831,918.7411,533.6123,,
labeled-data,video3,488.jpg,816.0954,532.1823,938.1984,653.8048,1089.4314,670.3546,859.4148,427.672,1008.1637,368.1844,1152.1107,447.0603,1103.543,561.8822,918.7465,533.6158,,
labeled-data,video3,489.jpg,816.0959,532.181,938.1914,653.8042,1089.4393,670.3578,859.4135,427.6703,1008.1616,368.1803,1152.1156,447.0627,1103.5407,561.8834,918.7429,533.6139,,
labeled-data,video3,490.jpg,816.0959,532.1899,938.192,653.81,1089.4392,670.3506,859.4174,427.6775,1008.1664,368.1828,1152.1113,447.0618,1103.5446,561.8854,918.7402,533.6106,,
labeled-data,video3,491.jpg,816.097,532.1817,938.1915,653.8057,1089.4301,670.3592,859.4124,427.6706,1008.1629,368.1896,1152.1143,447.0618,1103.5465,561.883,918.7459,533.6124,,
labeled-data,video3,492.jpg,816.0997,532.1804,938.1986,653.8076,1089.437,670.3531,859.4132,427.6779,1008.1676,368.183,1152.1114,447.0676,1103.5417,561.8871,918.7445,533.6162,,
labeled-data,video3,493.jpg,816.0986,532.1849,938.1955,653.8093,1089.4316,670.3547,859.416,427.6705,1008.1625,368.1802,1152.1193,447.068,1103.5461,561.8884,918.7494,533.6187,,
labeled-data,video3,494.jpg,816.0964,532.1816,938.1967,653.8064,1089.4311,670.355,859.4165,427.6749,1008.1672,368.185,1152.1167,447.0656,1103.5414,561.8815,918.7418,533.6143,,
labeled-data,video3,495.jpg,816.0974,532.1836,938.1959,653.808,1089.4334,670.3511,859.4158,427.6717,1008.1695,368.184,1152.1105,447.063,1103.5479,561.8851,918.7484,533.6107,,
labeled-data,video3,496.jpg,816.0984,532.1898,938.1987,653.8002,1089.4354,670.3574,859.4185,427.6798,1008.1628,368.1882,1152.1185,447.0653,1103.5465,561.886,918.7466,533.6197,,
labeled-data,video3,497.jpg,816.0926,532.1831,938.1931,653.8021,1089.4307,670.3555,859.4111,427.6734,1008.1621,368.1808,1152.1152,447.0611,1103.5438,561.8899,918.7405,533.6148,,
labeled-data,video3,498.jpg,816.0917,532.1818,938.2,653.8043,1089.4391,670.3578,859.4193,427.6775,1008.1635,368.1851,1152.1168,447.0689,1103.5478,561.8843,918.7453,533.6196,,
labeled-data,video3,499.jpg,816.0954,532.1895,938.1963,653.8098,1089.4383,670.3502,859.4191,427.6722,1008.1682,368.1835,1152.1145,447.0654,1103.5471,561.8887,918.7474,533.6174,,
labeled-data,video3,500.jpg,816.091,532.18,938.1987,653.8084,1089.4394,670.3593,859.4103,427.6712,1008.1636,368.1832,1152.1184,447.0642,1103.5434,561.8851,918.7453,533.6184,,
labeled-data,video3,501.jpg,816.0929,532.1881,938.1957,653.8077,1089.4327,670.3531,859.4187,427.679,1008.1675,368.1816,1152.1167,447.0648,1103.5488,561.8831,918.7453,533.6195,,
labeled-data,video3,502.jpg,816.092,532.1832,938.1946,653.8087,1089.4342,670.358,859.4156,427.6705,1008.1671,368.1812,1152.1185,447.0634,1103.5451,561.8833,918.7411,533.6153,,
labeled-data,video3,503.jpg,816.0921,532.1874,938.1901,653.8072,1089.4336,670.3575,859.4126,427.68,1008.1691,368.181,1152.1168,447.0696,1103.5435,561.8866,918.7423,533.6142,,
labeled-data,video3,504.jpg,816.0954,532.185,938.1967,653.8038,1089.4319,670.3529,859.4179,427.6757,1008.1604,368.1819,1152.1102,447.0635,1103.5483,561.8832,918.7407,533.6164,,
labeled-data,video3,505.jpg,816.0975,532.187,938.1912,653.805,1089.4329,670.3503,859.4198,427.6789,1008.1637,368.1844,1152.1111,447.0632,1103.5497,561.8807,918.7411,533.615,,
labeled-data,video3,506.jpg,816.0928,532.1864,938.1901,653.8039,1089.4372,670.3538,859.4121,427.6756,1008.1652,368.1888,1152.1152,447.0601,1103.5498,561.8839,918.744,533.6124,,
labeled-data,video3,507.jpg,816.0932,532.1839,938.199,653.8065,1089.436,670.3578,859.4149,427.6778,1008.1683,368.1858,1152.1158,447.0623,1103.5477,561.886,918.7443,533.6138,,
labeled-data,video3,508.jpg,816.0994,532.1834,938.1923,653.8027,1089.4342,670.3532,859.4178,427.6719,1008.1654,368.1873,1152.1127,447.0686,1103.5493,561.8839,918.7414,533.614,,
labeled-data,video3,509.jpg,816.0951,532.1836,938.1982,653.8075,1089.4373,670.3537,859.4172,427.677,1008.1617,368.1821,1152.1185,447.0697,1103.5471,561.8814,918.7494,533.6178,,
labeled-data,video3,510.jpg,816.094,532.1802,938.1998,653.8056,1089.43,670.3555,859.4128,427.6721,1008.1605,368.1861,1152.1168,447.0644,1103.547,561.8823,918.7454,533.6105,,
labeled-data,video3,511.jpg,816.0955,532.1824,938.1902,653.8098,1089.432,670.3537,859.4155,427.6742,1008.165,368.1862,1152.1177,447.0612,1103.5483,561.8863,918.7408,533.6147,,
labeled-data,video3,512.jpg,816.0979,532.1802,938.1961,653.8015,1089.4356,670.3514,859.4126,427.6765,1008.1686,368.1893,1152.1161,447.0608,1103.5407,561.8823,918.7459,533.6191,,
labeled-data,video3,513.jpg,816.0952,532.1814,938.192,653.8028,1089.4352,670.3548,859.4128,427.6725,1008.1675,368.1875,1152.1173,447.0664,1103.5427,561.8853,918.7444,533.6131,,
labeled-data,video3,514.jpg,816.0907,532.1838,938.1944,653.8005,1089.4384,670.3574,859.4128,427.6755,1008.1658,368.1895,1152.1197,447.0614,1103.5412,561.8881,918.7495,533.6117,,
labeled-data,video3,515.jpg,816.0917,532.1825,938.1959,653.8021,1089.4343,670.3562,859.4123,427.673,1008.163,368.1815,1152.1124,447.0669,1103.541,561.8809,918.7421,533.6134,,
labeled-data,video3,516.jpg,816.0937,532.1892,938.1943,653.804,1089.4385,670.3509,859.4172,427.6788,1008.1619,368.1894,1152.115,447.06,1103.5485,561.8833,918.746,533.6125,,
labeled-data,video3,517.jpg,816.097,532.1844,938.1971,653.8022,1089.4372,670.3504,859.4186,427.6724,1008.1638,368.1822,1152.1108,447.0661,1103.5441,561.8849,918.7468,533.6103,,
labeled-data,video3,518.jpg,816.091,532.1857,938.1954,653.803,1089.437,670.3515,859.4101,427.6768,1008.1684,368.1825,1152.1133,447.0638,1103.5499,561.8812,918.744,533.6128,,
labeled-data,video3,519.jpg,816.0989,532.1832,938.1938,653.8063,1089.4314,670.3542,859.414,427.6745,1008.1601,368.1885,1152.1155,447.0671,1103.5499,561.8869,918.7483,533.6137,,
labeled-data,video3,520.jpg,816.0931,532.1827,938.195,653.8056,1089.4391,670.3516,859.4141,427.6772,1008.1687,368.1854,1152.1164,447.0666,1103.5441,561.8809,918.7492,533.6117,,
labeled-data,video3,521.jpg,816.0987,532.1844,938.1922,653.8043,1089.4306,670.358,859.4157,427.6738,1008.1623,368.188,1152.1111,447.0695,1103.5456,561.8886,918.7431,533.6133,,
labeled-data,video3,522.jpg,816.0915,532.182,938.197,653.8074,1089.4303,670.3567,859.4198,427.6735,1008.1696,368.1838,1152.1182,447.0611,1103.5448,561.8815,918.7482,533.6194,,
labeled-data,video3,523.jpg,816.098,532.1829,938.1902,653.8026,1089.4392,670.359,859.4188,427.6797,1008.1691,368.1863,1152.1115,447.0691,1103.5425,561.8866,918.7429,533.6152,,
labeled-data,video3,524.jpg,816.0962,532.1855,938.1945,653.8017,1089.433,670.3516,859.412,427.6701,1008.1612,368.185,1152.1142,447.0616,1103.5499,561.8834,918.7409,533.6167,,
labeled-data,video3,525.jpg,816.0933,532.1817,938.1973,653.8098,1089.4374,670.3543,859.4198,427.6764,1008.1695,368.1866,1152.1104,447.0615,1103.549,561.8845,918.7423,533.6176,,
labeled-data,video3,526.jpg,816.0915,532.1858,938.1963,653.805,1089.4357,670.3588,859.4177,427.674,1008.1611,368.1832,1152.1193,447.0686,1103.5436,561.8892,918.7482,533.6143,,
labeled-data,video3,527.jpg,816.0999,532.1832,938.1935,653.8061,1089.4311,670.3591,859.4186,427.6715,1008.1661,368.1853,1152.1131,447.061,1103.5467,561.8802,918.7496,533.6108,,
labeled-data,video3,528.jpg,816.0929,532.1851,938.1942,653.8046,1089.4348,670.3568,859.4197,427.6729,1008.1635,368.1835,1152.1182,447.0654,1103.5422,561.8864,918.7451,533.6109,,
labeled-data,video3,529.jpg,816.0981,532.1801,938.1955,653.8086,1089.4395,670.3508,859.4176,427.6746,1008.1688,368.1826,1152.1197,447.0671,1103.5408,561.8863,918.7401,533.615,,
labeled-data,video3,530.jpg,816.0975,532.1883,938.1933,653.8028,1089.4392,670.3566,859.4113,427.6747,1008.1685,368.1841,1152.1158,447.0641,1103.5411,561.8821,918.7495,533.6117,,
labeled-data,video3,531.jpg,816.0964,532.1825,938.1901,653.8005,1089.4364,670.3592,859.4172,427.677,1008.16,368.1874,1152.1196,447.0678,1103.5416,561.8858,918.7458,533.6152,,
labeled-data,video3,532.jpg,816.0979,532.1886,938.1955,653.8008,1089.4349,670.3581,859.4104,427.6777,1008.1659,368.1883,1152.1157,447.0647,1103.5414,561.8827,918.7412,533.6146,,
labeled-data,video3,533.jpg,816.0956,532.1898,938.1978,653.8094,1089.4389,670.3513,859.4117,427.6747,1008.169,368.1831,1152.1194,447.0681,1103.5485,561.8847,918.7488,533.6171,,
labeled-data,video3,534.jpg,816.0908,532.1894,938.1994,653.8074,1089.4312,670.3577,859.4105,427.6777,1008.164,368.1814,1152.1143,447.0632,1103.5408,561.8816,918.7403,533.6192,,
labeled-data,video3,535.jpg,816.0909,532.1883,938.196,653.8059,1089.4331,670.357,859.4158,427.6704,1008.1643,368.1847,1152.1145,447.0679,1103.5458,561.8896,918.7402,533.6125,,
labeled-data,video3,536.jpg,816.0994,532.1811,938.1953,653.8087,1089.4312,670.3507,859.4197,427.6737,1008.1611,368.1892,1152.1125,447.0661,1103.5432,561.8877,918.7483,533.612,,
labeled-data,video3,537.jpg,816.091,532.1863,938.1992,653.8002,1089.4358,670.3514,859.416,427.6741,1008.1635,368.183,1152.1125,447.069,1103.5421,561.8881,918.7496,533.6121,,
labeled-data,video3,538.jpg,816.0933,532.187,938.1977,653.8084,1089.433,670.3542,859.4119,427.676,1008.1644,368.1863,1152.1187,447.063,1103.5431,561.8892,918.7425,533.613,,
labeled-data,video3,539.jpg,816.0984,532.1894,938.1958,653.8016,1089.439,670.3568,859.4135,427.6725,1008.168,368.1855,1152.114,447.0664,1103.5445,561.8857,918.7456,533.6123,,
labeled-data,video3,540.jpg,816.0935,532.1851,938.1904,653.8004,1089.4394,670.356,859.4111,427.6751,1008.1661,368.1818,1152.1117,447.0695,1103.5469,561.8859,918.7441,533.6143,,
labeled-data,video3,541.jpg,816.0938,532.1843,938.1921,653.8059,1089.4318,670.3598,859.4163,427.6756,1008.1607,368.1889,1152.1125,447.062,1103.5462,561.8846,918.7432,533.6148,,
labeled-data,video3,542.jpg,816.0928,532.1864,938.1963,653.8044,1089.4307,670.3538,859.4108,427.6757,1008.1664,368.1838,1152.1109,447.065,1103.5494,561.8854,918.7428,533.6177,,
labeled-data,video3,543.jpg,816.0923,532.1879,938.1911,653.8011,1089.4311,670.3593,859.4154,427.6764,1008.1623,368.185,1152.1152,447.0646,1103.5445,561.8836,918.7435,533.6183,,
labeled-data,video3,544.jpg,816.0979,532.1861,938.1995,653.8096,1089.4333,670.3538,859.4187,427.6776,1008.1688,368.1866,1152.1177,447.0662,1103.5458,561.8888,918.7411,533.6126,,
labeled-data,video3,545.jpg,816.0962,532.1829,938.1916,653.8088,1089.4338,670.3523,859.4147,427.6788,1008.1645,368.1898,1152.1161,447.0676,1103.5422,561.8876,918.7436,533.6117,,
labeled-data,video3,546.jpg,816.0971,532.1886,938.1978,653.808,1089.4373,670.357,859.4139,427.6781,1008.1644,368.1847,1152.1125,447.07,1103.5418,561.8881,918.7478,533.6119,,
labeled-data,video3,547.jpg,816.0968,532.1836,938.1935,653.8062,1089.4327,670.3581,859.4132,427.68,1008.1656,368.1856,1152.1101,447.0618,1103.5498,561.883,918.747,533.6167,,
labeled-data,video3,548.jpg,816.0983,532.1843,938.1969,653.808,1089.4331,670.355,859.4199,427.6741,1008.1639,368.1803,1152.1142,447.0658,1103.5454,561.8805,918.7405,533.6138,,
labeled-data,video3,549.jpg,816.0966,532.1841,938.1945,653.8083,1089.4379,670.3528,859.4134,427.6741,1008.1658,368.187,1152.1147,447.0672,1103.5497,561.8801,918.7408,533.6164,,
labeled-data,video3,550.jpg,816.0988,532.1876,938.198,653.8067,1089.4324,670.3546,859.4196,427.6791,1008.1649,368.1838,1152.1119,447.0634,1103.5458,561.8882,918.7418,533.6151,,
labeled-data,video3,551.jpg,816.0946,532.187,938.1927,653.8012,1089.4319,670.3538,859.4126,427.6756,1008.1601,368.1801,1152.115,447.0674,1103.5439,561.8877,918.7422,533.6115,,
labeled-data,video3,552.jpg,816.0908,532.1893,938.1917,653.8039,1089.434,670.3593,859.4108,427.67,1008.1686,368.18,1152.1138,447.0674,1103.543,561.882,918.7449,533.6111,,
labeled-data,video3,553.jpg,816.0947,532.1814,938.1953,653.8094,1089.4365,670.3578,859.4128,427.6707,1008.1627,368.1873,1152.1107,447.0634,1103.5463,561.8843,918.7431,533.6124,,
labeled-data,video3,554.jpg,816.0966,532.1819,938.1901,653.8029,1089.4318,670.3584,859.4185,427.6792,1008.1616,368.1888,1152.1109,447.0623,1103.5458,561.8863,918.7435,533.6194,,
labeled-data,video3,555.jpg,816.0951,532.185,938.1905,653.8081,1089.4381,670.3591,859.4162,427.6744,1008.1677,368.1838,1152.1174,447.0603,1103.5428,561.8831,918.7424,533.6199,,
labeled-data,video3,556.jpg,816.0932,532.1878,938.1986,653.807,1089.4376,670.3514,859.4145,427.6798,1008.1677,368.1843,1152.1101,447.0604,1103.548,561.8803,918.7411,533.6192,,
labeled-data,video3,557.jpg,816.0908,532.184,938.1971,653.8057,1089.4397,670.3532,859.4128,427.6761,1008.1691,368.1863,1152.1135,447.0643,1103.5482,561.8814,918.7426,533.6153,,
labeled-data,video3,558.jpg,816.0938,532.1833,938.1959,653.8066,1089.4368,670.3534,859.4159,427.6763,1008.1606,368.1803,1152.1142,447.0667,1103.55,561.8853,918.748,533.6134,,
labeled-data,video3,559.jpg,816.0949,532.1883,938.1912,653.8061,1089.4305,670.3514,859.4172,427.6722,1008.1623,368.1882,1152.116,447.0663,1103.5496,561.8858,918.7487,533.6164,,
labeled-data,video3,560.jpg,816.0975,532.1817,938.1903,653.8005,1089.4305,670.3534,859.4121,427.6768,1008.1694,368.1828,1152.117,447.0618,1103.5417,561.887,918.7425,533.6135,,
labeled-data,video3,561.jpg,816.0987,532.1845,938.199,653.8016,1089.4384,670.3518,859.416,427.6721,1008.1678,368.1887,1152.1107,447.0658,1103.5486,561.887,918.7412,533.6194,,
labeled-data,video3,562.jpg,816.0923,532.1897,938.1945,653.8064,1089.4341,670.3524,859.414,427.675,1008.161,368.1832,1152.1194,447.0609,1103.5446,561.8817,918.7416,533.6125,,
labeled-data,video3,563.jpg,816.0996,532.1813,938.19,653.8025,1089.4311,670.3508,859.4174,427.6791,1008.1699,368.1829,1152.112,447.0676,1103.5461,561.8896,918.7498,533.614,,
labeled-data,video3,564.jpg,816.0958,532.1831,938.1952,653.8013,1089.4356,670.3576,859.416,427.6738,1008.1671,368.1834,1152.1102,447.0614,1103.5456,561.885,918.7406,533.6183,,
labeled-data,video3,565.jpg,816.0949,532.1872,938.1961,653.8,1089.4383,670.3516,859.4121,427.6758,1008.1666,368.187,1152.113,447.0661,1103.5489,561.8883,918.7401,533.6154,,
labeled-data,video3,566.jpg,816.0939,532.1827,938.192,653.8002,1089.4372,670.351,859.4104,427.6733,1008.1606,368.1864,1152.1193,447.0645,1103.5454,561.8829,918.7487,533.6196,,
labeled-data,video3,567.jpg,816.0938,532.1808,938.1957,653.8029,1089.439,670.3532,859.4176,427.6768,1008.1607,368.1891,1152.1182,447.0629,1103.5412,561.8806,918.7422,533.6114,,
labeled-data,video3,568.jpg,816.097,532.1855,938.1937,653.8045,1089.4345,670.3508,859.4175,427.6725,1008.1618,368.1888,1152.1148,447.0662,1103.5485,561.8877,918.7476,533.6102,,
labeled-data,video3,569.jpg,816.0929,532.19,938.1905,653.8085,1089.4326,670.3558,859.4185,427.6742,1008.161,368.1859,1152.1157,447.0633,1103.5441,561.8851,918.7443,533.6192,,
labeled-data,video3,570.jpg,816.0914,532.1879,938.1944,653.8084,1089.4389,670.356,859.4178,427.6788,1008.1697,368.1886,1152.1137,447.0659,1103.5463,561.8811,918.7401,533.619,,
labeled-data,video3,571.jpg,816.093,532.1892,938.1942,653.8093,1089.4333,670.3542,859.4158,427.6735,1008.1606,368.183,1152.1133,447.061,1103.5473,561.8841,918.7471,533.6149,,
labeled-data,video3,572.jpg,816.0989,532.1817,938.1975,653.8055,1089.4353,670.3531,859.4145,427.6763,1008.1617,368.19,1152.1117,447.0697,1103.5409,561.8834,918.7402,533.6151,,
labeled-data,video3,573.jpg,816.0987,532.1812,938.1956,653.8094,1089.4391,670.3592,859.4115,427.6732,1008.1656,368.1867,1152.1136,447.0659,1103.5405,561.8892,918.7492,533.6105,,
labeled-data,video3,574.jpg,816.0971,532.1803,938.1925,653.8015,1089.4361,670.3527,859.4157,427.679,1008.1656,368.1838,1152.113,447.0672,1103.5484,561.8895,918.7487,533.6192,,
labeled-data,video3,575.jpg,816.0901,532.1837,938.1926,653.8063,1089.4393,670.3533,859.4195,427.6764,1008.1676,368.181,1152.1142,447.0663,1103.545,561.8845,918.742,533.6174,,
labeled-data,video3,576.jpg,816.0992,532.183,938.1962,653.8076,1089.4384,670.3559,859.4142,427.6724,1008.1613,368.1807,1152.1169,447.0613,1103.5422,561.8835,918.7444,533.6182,,
labeled-data,video3,577.jpg,816.0928,532.18,938.1901,653.8044,1089.4316,670.3541,859.4132,427.6744,1008.1636,368.1808,1152.1138,447.0603,1103.5434,561.8834,918.743,533.6145,,
labeled-data,video3,578.jpg,816.0929,532.1817,938.1991,653.8078,1089.4343,670.3538,859.4187,427.6765,1008.1666,368.1873,1152.1194,447.0673,1103.5478,561.8806,918.7482,533.6142,,
labeled-data,video3,579.jpg,816.0977,532.1835,938.1954,653.8018,1089.434,670.3535,859.4121,427.6789,1008.1661,368.1838,1152.1117,447.0699,1103.546,561.8877,918.746,533.6194,,
labeled-data,video3,580.jpg,816.0994,532.1839,938.195,653.8014,1089.4342,670.3511,859.4199,427.676,1008.1617,368.1889,1152.117,447.0653,1103.5407,561.8817,918.7414,533.6128,,
labeled-data,video3,581.jpg,816.0973,532.1826,938.1964,653.8013,1089.4315,670.353,859.4199,427.6762,1008.1637,368.1849,1152.112,447.0688,1103.5429,561.8818,918.746,533.6156,,
labeled-data,video3,582.jpg,816.0984,532.1831,938.1943,653.8096,1089.4307,670.3522,859.4117,427.675,1008.1631,368.1822,1152.1117,447.063,1103.5494,561.886,918.7479,533.6132,,
